File,LineStart,LineEnd,Error
unlock_without_lock.c,161,162,"Condition ""unlock_without_lock_003_func_002(...) > 1"" always evaluates to false"
unlock_without_lock.c,194,195,"Condition ""unlock_without_lock_003_func_002(...) > 1"" always evaluates to true"
unlock_without_lock.c,209,220,Duplicated function: 'void unlock_without_lock_003 ( ) { # if ! defined (...'
unlock_without_lock.c,405,423,Duplicated function: 'void unlock_without_lock_006 ( ) { int thread_set = 0 ; # if...'
unlock_without_lock.c,411,412,"Condition ""thread_set == 1"" always evaluates to false"
unlock_without_lock.c,433,454,Duplicated function: 'void * unlock_without_lock_007_tsk_001 ( void * input ) { #...'
unlock_without_lock.c,504,525,Duplicated function: 'void * unlock_without_lock_008_tsk_001 ( void * input ) { #...'
unlock_without_lock.c,574,614,Duplicated function: 'void unlock_without_lock_main ( ) { if ( vflag == 1 || vflag...'
unused_var.c,161,196,Duplicated function: 'void unused_var_main ( ) { if ( vflag == 1 || vflag == 888 )...'
wrong_arguments_func_pointer.c,251,252,"""st"" is used prior to initialization"
wrong_arguments_func_pointer.c,337,338,"""temp"" is used prior to initialization"
wrong_arguments_func_pointer.c,418,419,"Condition ""wrong_arguments_func_pointer_014_func_001(...) == 0"" always evaluates to true"
wrong_arguments_func_pointer.c,451,452,"""wrong_arguments_func_pointer_015_dst1_gbl"" may possibly be null"
wrong_arguments_func_pointer.c,518,519,"Condition ""flag == 1"" always evaluates to true"
wrong_arguments_func_pointer.c,526,527,"Condition ""flag == 1"" always evaluates to true"
wrong_arguments_func_pointer.c,593,594,"""st1"" may possibly be null"
wrong_arguments_func_pointer.c,609,699,Duplicated function: 'void wrong_arguments_func_pointer_main ( ) { if ( vflag == 1...'
wrong_arguments_func_pointer.c,615,616,"Condition ""vflag == 888"" always evaluates to false"
wrong_arguments_func_pointer.c,620,621,"Condition ""vflag == 888"" always evaluates to false"
wrong_arguments_func_pointer.c,625,626,"Condition ""vflag == 888"" always evaluates to false"
wrong_arguments_func_pointer.c,630,631,"Condition ""vflag == 888"" always evaluates to false"
wrong_arguments_func_pointer.c,635,636,"Condition ""vflag == 888"" always evaluates to false"
zero_division.c,23,24,Division by zero constant
zero_division.c,34,35,Division by zero constant
zero_division.c,47,48,Division by zero constant
zero_division.c,78,79,"Division by ""divisors[2]"" which may possibly be zero"
zero_division.c,118,119,"Division by ""zero_division_007_s_gbl.divisor"" which may possibly be zero"
zero_division.c,129,130,Division by zero constant
zero_division.c,141,142,"Division by ""divisor"" which may possibly be zero"
zero_division.c,166,167,"Division by ""2 * divisor - 4"" which may possibly be zero"
zero_division.c,178,179,"Division by ""divisor * divisor - 4"" which may possibly be zero"
zero_division.c,195,196,"Division by ""zero_division_013_func_001()"" which may possibly be zero"
zero_division.c,206,207,"Division by ""divisor"" which may possibly be zero"
zero_division.c,225,226,"Division by ""divisor1"" which may possibly be zero"
zero_division.c,236,237,"""zero_division_016_gbl_divisor"" may possibly be null"
zero_division.c,252,253,"Division by ""divisor2"" which may possibly be zero"
zero_division.c,261,341,Duplicated function: 'void zero_division_main ( ) { if ( vflag == 1 || vflag == 888...'
