CID,Type,Impact,Status,First Detected,Owner,Classification,Severity,Action,Component,Category,File,Function,Count,CWE,Line Number,MISRA Category,Standard: AUTOSAR C++14,Standard: CERT C,Standard: CERT C++,Standard: DISA-STIG V4R10,Standard: DISA-STIG V4R10 Severity,Standard: DISA-STIG V4R3,Standard: DISA-STIG V4R3 Severity,Standard: ISO TS17961 2016,Standard: OWASP Mobile Top Ten 2016,Standard: OWASP Web Top Ten 2017,Standard: PCI DSS 2018
227641,Big parameter passed by value,Low,New,10/09/19,Unassigned,Unclassified,Unspecified,Undecided,Other,Performance inefficiencies,/02.wo_Defects/st_overflow.c,st_overflow_003_func_001,2,398,74,None,None,None,None,APSC-DV-003215,CAT III,None,None,None,None,None,None
227640,Copy into fixed size buffer,Low,New,10/09/19,Unassigned,Unclassified,Unspecified,Undecided,Other,Security best practices violations,/02.wo_Defects/wrong_arguments_func_pointer.c,wrong_arguments_func_pointer_016_func_001,2,120,477,None,None,None,None,APSC-DV-002590,CAT I,APSC-DV-002590,CAT I,None,M7,None,6.5.6
227639,Uninitialized scalar variable,High,New,10/09/19,Unassigned,Unclassified,Unspecified,Undecided,Other,Uninitialized variables,/01.w_Defects/uninit_memory_access.c,uninit_memory_access_015_func_001,1,457,434,None,None,None,None,APSC-DV-003215,CAT III,None,None,None,None,None,None
227638,Out-of-bounds read,High,New,10/09/19,Unassigned,Unclassified,Unspecified,Undecided,Other,Memory - illegal accesses,/01.w_Defects/overrun_st.c,overrun_st_050,1,125,724,None,None,None,None,APSC-DV-002590,CAT I,APSC-DV-002590,CAT I,None,M7,None,6.5.6
227637,Free of address-of expression,High,New,10/09/19,Unassigned,Unclassified,Unspecified,Undecided,Other,Memory - corruptions,/01.w_Defects/free_nondynamic_allocated_memory.c,free_nondynamic_allocated_memory_006,1,590,103,None,None,None,None,APSC-DV-002590,CAT I,APSC-DV-003320,CAT II,None,None,None,6.5.6
227636,Logically dead code,Medium,New,10/09/19,Unassigned,Unclassified,Unspecified,Undecided,Other,Control flow issues,/02.wo_Defects/uninit_var.c,uninit_var_006,2,561,91,None,None,None,None,APSC-DV-003215,CAT III,None,None,None,M7,None,None
227635,Calling risky function,Low,New,10/09/19,Unassigned,Unclassified,Unspecified,Undecided,Other,Security best practices violations,/02.wo_Defects/insign_code.c,insign_code_001,2,676,22,None,None,None,None,APSC-DV-002460,CAT II,APSC-DV-002460,CAT II,None,None,None,6.5.3
227634,Calling risky function,Low,New,10/09/19,Unassigned,Unclassified,Unspecified,Undecided,Other,Security best practices violations,/02.wo_Defects/double_release.c,double_release_006_tskentry_001,2,676,292,None,None,None,None,APSC-DV-002460,CAT II,APSC-DV-002460,CAT II,None,None,None,6.5.3
227633,Dereference before null check,Medium,New,10/09/19,Unassigned,Unclassified,Unspecified,Undecided,Other,Null pointer dereferences,/02.wo_Defects/null_pointer.c,null_pointer_014,2,476,213,None,None,None,None,APSC-DV-003320,CAT II,APSC-DV-003320,CAT II,None,None,None,6.5.6
227632,Uninitialized pointer read,High,New,10/09/19,Unassigned,Unclassified,Unspecified,Undecided,Other,Memory - illegal accesses,/01.w_Defects/invalid_memory_access.c,invalid_memory_access_005,1,457,147,None,None,None,None,APSC-DV-003215,CAT III,None,None,None,None,None,None
227631,Calling risky function,Low,New,10/09/19,Unassigned,Unclassified,Unspecified,Undecided,Other,Security best practices violations,/02.wo_Defects/conflicting_cond.c,conflicting_cond_010,2,676,197,None,None,None,None,APSC-DV-002460,CAT II,APSC-DV-002460,CAT II,None,None,None,6.5.3
227630,Stray semicolon,Medium,New,10/09/19,Unassigned,Unclassified,Unspecified,Undecided,Other,Control flow issues,/01.w_Defects/improper_termination_of_block.c,improper_termination_of_block_002,1,670,38,None,None,None,None,APSC-DV-003215,CAT III,None,None,None,None,None,None
227629,Data race condition,Medium,New,10/09/19,Unassigned,Unclassified,Unspecified,Undecided,Other,Concurrent data access violations,/02.wo_Defects/unlock_without_lock.c,unlock_without_lock_008_tsk_002,2,366,540,None,None,None,None,APSC-DV-001995,CAT II,APSC-DV-001995,CAT II,None,M7,None,None
227628,Out-of-bounds write,High,New,10/09/19,Unassigned,Unclassified,Unspecified,Undecided,Other,Memory - corruptions,/01.w_Defects/overrun_st.c,overrun_st_002,1,119,32,None,None,None,None,APSC-DV-002590,CAT I,APSC-DV-002590,CAT I,None,M7,None,6.5.6
227627,Logically dead code,Medium,New,10/09/19,Unassigned,Unclassified,Unspecified,Undecided,Other,Control flow issues,/01.w_Defects/conflicting_cond.c,conflicting_cond_008,1,561,159,None,None,None,None,APSC-DV-003215,CAT III,None,None,None,M7,None,None
227626,Data race condition,Medium,New,10/09/19,Unassigned,Unclassified,Unspecified,Undecided,Other,Concurrent data access violations,/01.w_Defects/dead_lock.c,dead_lock_001_tsk_001,1,366,39,None,None,None,None,APSC-DV-001995,CAT II,APSC-DV-001995,CAT II,None,M7,None,None
227625,Constant expression result,Medium,New,10/09/19,Unassigned,Unclassified,Unspecified,Undecided,Other,Integer handling issues,/01.w_Defects/conflicting_cond.c,conflicting_cond_007,1,569,137,None,None,None,None,APSC-DV-003215,CAT III,None,None,None,M7,None,None
227624,Infinite loop,Medium,New,10/09/19,Unassigned,Unclassified,Unspecified,Undecided,Other,Program hangs,/02.wo_Defects/free_nondynamically_allocated_memory.c,free_nondynamic_allocated_memory_009,2,835,140,None,None,None,None,APSC-DV-003320,CAT II,APSC-DV-003320,CAT II,None,M7,None,None
227623,Dereference after null check,Medium,New,10/09/19,Unassigned,Unclassified,Unspecified,Undecided,Other,Null pointer dereferences,/01.w_Defects/null_pointer.c,null_pointer_013,1,476,196,None,None,None,None,APSC-DV-003320,CAT II,APSC-DV-003320,CAT II,None,None,None,6.5.6
227622,Out-of-bounds read,High,New,10/09/19,Unassigned,Unclassified,Unspecified,Undecided,Other,Memory - illegal accesses,/01.w_Defects/overrun_st.c,overrun_st_024,1,125,320,None,None,None,None,APSC-DV-002590,CAT I,APSC-DV-002590,CAT I,None,M7,None,6.5.6
227621,Division or modulo by zero,Medium,New,10/09/19,Unassigned,Unclassified,Unspecified,Undecided,Other,Integer handling issues,/01.w_Defects/zero_division.c,zero_division_012,1,369,177,None,None,None,None,APSC-DV-003320,CAT II,APSC-DV-003320,CAT II,None,M7,None,None
227620,Calling risky function,Low,New,10/09/19,Unassigned,Unclassified,Unspecified,Undecided,Other,Security best practices violations,/02.wo_Defects/conflicting_cond.c,conflicting_cond_003,2,676,61,None,None,None,None,APSC-DV-002460,CAT II,APSC-DV-002460,CAT II,None,None,None,6.5.3
227619,Out-of-bounds read,High,New,10/09/19,Unassigned,Unclassified,Unspecified,Undecided,Other,Memory - illegal accesses,/01.w_Defects/overrun_st.c,overrun_st_009,1,125,110,None,None,None,None,APSC-DV-002590,CAT I,APSC-DV-002590,CAT I,None,M7,None,6.5.6
227618,Out-of-bounds write,High,New,10/09/19,Unassigned,Unclassified,Unspecified,Undecided,Other,Memory - corruptions,/01.w_Defects/overrun_st.c,overrun_st_001,1,119,21,None,None,None,None,APSC-DV-002590,CAT I,APSC-DV-002590,CAT I,None,M7,None,6.5.6
227617,Missing unlock,Medium,New,10/09/19,Unassigned,Unclassified,Unspecified,Undecided,Other,Program hangs,/02.wo_Defects/lock_never_unlock.c,lock_never_unlock_004_tsk_001,2,667,218,None,None,None,None,APSC-DV-001995,CAT II,APSC-DV-001995,CAT II,None,None,None,None
227616,Uninitialized scalar variable,High,New,10/09/19,Unassigned,Unclassified,Unspecified,Undecided,Other,Uninitialized variables,/01.w_Defects/uninit_var.c,uninit_var_005_func_001,1,457,74,None,None,None,None,APSC-DV-003215,CAT III,None,None,None,None,None,None
227615,Uninitialized scalar variable,High,New,10/09/19,Unassigned,Unclassified,Unspecified,Undecided,Other,Uninitialized variables,/01.w_Defects/uninit_var.c,uninit_var_011,1,457,185,None,None,None,None,APSC-DV-003215,CAT III,None,None,None,None,None,None
227614,Out-of-bounds write,High,New,10/09/19,Unassigned,Unclassified,Unspecified,Undecided,Other,Memory - corruptions,/01.w_Defects/overrun_st.c,overrun_st_022,1,119,293,None,None,None,None,APSC-DV-002590,CAT I,APSC-DV-002590,CAT I,None,M7,None,6.5.6
227613,Missing unlock,Medium,New,10/09/19,Unassigned,Unclassified,Unspecified,Undecided,Other,Program hangs,/02.wo_Defects/lock_never_unlock.c,lock_never_unlock_006_tsk_001,2,667,315,None,None,None,None,APSC-DV-001995,CAT II,APSC-DV-001995,CAT II,None,None,None,None
227612,Free of array-typed value,High,New,10/09/19,Unassigned,Unclassified,Unspecified,Undecided,Other,Memory - corruptions,/01.w_Defects/free_nondynamic_allocated_memory.c,free_nondynamic_allocated_memory_010,1,590,155,None,None,None,None,APSC-DV-002590,CAT I,APSC-DV-003320,CAT II,None,None,None,6.5.6
227611,Bad bit shift operation,Medium,New,10/09/19,Unassigned,Unclassified,Unspecified,Undecided,Other,Integer handling issues,/01.w_Defects/bit_shift.c,bit_shift_016,1,,225,None,None,None,None,APSC-DV-003215,CAT III,None,None,None,None,None,None
227610,Out-of-bounds write,High,New,10/09/19,Unassigned,Unclassified,Unspecified,Undecided,Other,Memory - corruptions,/01.w_Defects/buffer_overrun_dynamic.c,dynamic_buffer_overrun_022,1,119,402,None,None,None,None,APSC-DV-002590,CAT I,APSC-DV-002590,CAT I,None,M7,None,6.5.6
227609,Out-of-bounds write,High,New,10/09/19,Unassigned,Unclassified,Unspecified,Undecided,Other,Memory - corruptions,/01.w_Defects/buffer_overrun_dynamic.c,dynamic_buffer_overrun_027,1,119,495,None,None,None,None,APSC-DV-002590,CAT I,APSC-DV-002590,CAT I,None,M7,None,6.5.6
227608,Pointer to local outside scope,High,New,10/09/19,Unassigned,Unclassified,Unspecified,Undecided,Other,Memory - illegal accesses,/01.w_Defects/return_local.c,return_local_002_func_001,1,562,36,None,None,None,None,APSC-DV-003215,CAT III,None,None,None,None,None,None
227607,Big parameter passed by value,Low,New,10/09/19,Unassigned,Unclassified,Unspecified,Undecided,Other,Performance inefficiencies,/02.wo_Defects/st_overflow.c,st_overflow_007_func_001,2,398,209,None,None,None,None,APSC-DV-003215,CAT III,None,None,None,None,None,None
227606,Logically dead code,Medium,New,10/09/19,Unassigned,Unclassified,Unspecified,Undecided,Other,Control flow issues,/01.w_Defects/function_return_value_unchecked.c,function_return_value_unchecked_006,1,561,212,None,None,None,None,APSC-DV-003215,CAT III,None,None,None,M7,None,None
227605,Uninitialized scalar variable,High,New,10/09/19,Unassigned,Unclassified,Unspecified,Undecided,Other,Uninitialized variables,/02.wo_Defects/st_overflow.c,st_overflow_005,2,457,155,None,None,None,None,APSC-DV-003215,CAT III,None,None,None,None,None,None
227604,Double unlock,Medium,New,10/09/19,Unassigned,Unclassified,Unspecified,Undecided,Other,API usage errors,/01.w_Defects/double_release.c,double_release_006,2,765,283,None,None,None,None,None,None,None,None,None,None,None,None
227603,Logically dead code,Medium,New,10/09/19,Unassigned,Unclassified,Unspecified,Undecided,Other,Control flow issues,/02.wo_Defects/invalid_memory_access.c,invalid_memory_access_001,4,561,37,None,None,None,None,APSC-DV-003215,CAT III,None,None,None,M7,None,None
227602,Constant expression result,Medium,New,10/09/19,Unassigned,Unclassified,Unspecified,Undecided,Other,Integer handling issues,/01.w_Defects/conflicting_cond.c,conflicting_cond_006,1,569,118,None,None,None,None,APSC-DV-003215,CAT III,None,None,None,M7,None,None
227600,Uninitialized scalar variable,High,New,10/09/19,Unassigned,Unclassified,Unspecified,Undecided,Other,Uninitialized variables,/01.w_Defects/uninit_var.c,uninit_var_009_func_001,1,457,141,None,None,None,None,APSC-DV-003215,CAT III,None,None,None,None,None,None
227599,Thread deadlock,Medium,New,10/09/19,Unassigned,Unclassified,Unspecified,Undecided,Other,Program hangs,/01.w_Defects/dead_lock.c,dead_lock_001_tsk_001,1,833,44,None,None,None,None,APSC-DV-001995,CAT II,APSC-DV-003320,CAT II,None,M7,None,None
227598,Calling risky function,Low,New,10/09/19,Unassigned,Unclassified,Unspecified,Undecided,Other,Security best practices violations,/02.wo_Defects/redundant_cond.c,redundant_cond_005,2,676,101,None,None,None,None,APSC-DV-002460,CAT II,APSC-DV-002460,CAT II,None,None,None,6.5.3
227597,Uninitialized scalar variable,High,New,10/09/19,Unassigned,Unclassified,Unspecified,Undecided,Other,Uninitialized variables,/01.w_Defects/wrong_arguments_func_pointer.c,wrong_arguments_func_pointer_012,1,457,356,None,None,None,None,APSC-DV-003215,CAT III,None,None,None,None,None,None
227595,Explicit null dereferenced,Medium,New,10/09/19,Unassigned,Unclassified,Unspecified,Undecided,Other,Null pointer dereferences,/01.w_Defects/free_null_pointer.c,free_null_pointer_012,1,476,452,None,None,None,None,APSC-DV-003320,CAT II,APSC-DV-003320,CAT II,None,None,None,6.5.6
227594,Logically dead code,Medium,New,10/09/19,Unassigned,Unclassified,Unspecified,Undecided,Other,Control flow issues,/01.w_Defects/conflicting_cond.c,conflicting_cond_001,1,561,26,None,None,None,None,APSC-DV-003215,CAT III,None,None,None,M7,None,None
227593,Read from pointer after free,High,New,10/09/19,Unassigned,Unclassified,Unspecified,Undecided,Other,Memory - illegal accesses,/01.w_Defects/invalid_memory_access.c,invalid_memory_access_006,1,416,188,None,None,None,None,APSC-DV-002590,CAT I,APSC-DV-002590,CAT I,None,M7,None,6.5.6
227592,Logically dead code,Medium,New,10/09/19,Unassigned,Unclassified,Unspecified,Undecided,Other,Control flow issues,/01.w_Defects/conflicting_cond.c,conflicting_cond_004,1,561,85,None,None,None,None,APSC-DV-003215,CAT III,None,None,None,M7,None,None
227591,Logically dead code,Medium,New,10/09/19,Unassigned,Unclassified,Unspecified,Undecided,Other,Control flow issues,/01.w_Defects/conflicting_cond.c,conflicting_cond_003,1,561,62,None,None,None,None,APSC-DV-003215,CAT III,None,None,None,M7,None,None
227590,Explicit null dereferenced,Medium,New,10/09/19,Unassigned,Unclassified,Unspecified,Undecided,Other,Null pointer dereferences,/01.w_Defects/null_pointer.c,null_pointer_001,1,476,23,None,None,None,None,APSC-DV-003320,CAT II,APSC-DV-003320,CAT II,None,None,None,6.5.6
227589,Logically dead code,Medium,New,10/09/19,Unassigned,Unclassified,Unspecified,Undecided,Other,Control flow issues,/01.w_Defects/dead_code.c,dead_code_012,1,561,230,None,None,None,None,APSC-DV-003215,CAT III,None,None,None,M7,None,None
227588,Double lock,Medium,New,10/09/19,Unassigned,Unclassified,Unspecified,Undecided,Other,Program hangs,/01.w_Defects/double_lock.c,double_lock_002_tsk_001,1,764,94,None,None,None,None,APSC-DV-001995,CAT II,APSC-DV-001995,CAT II,None,None,None,None
227587,Out-of-bounds write,High,New,10/09/19,Unassigned,Unclassified,Unspecified,Undecided,Other,Memory - corruptions,/01.w_Defects/overrun_st.c,overrun_st_036,1,119,489,None,None,None,None,APSC-DV-002590,CAT I,APSC-DV-002590,CAT I,None,M7,None,6.5.6
227586,Sizeof not portable,Low,New,10/09/19,Unassigned,Unclassified,Unspecified,Undecided,Other,Code maintainability issues,/02.wo_Defects/uninit_pointer.c,uninit_pointer_011,2,467,214,None,None,None,None,APSC-DV-003215,CAT III,None,None,None,None,None,6.5.2
227585,Out-of-bounds read,High,New,10/09/19,Unassigned,Unclassified,Unspecified,Undecided,Other,Memory - illegal accesses,/01.w_Defects/buffer_overrun_dynamic.c,dynamic_buffer_overrun_028,1,125,513,None,None,None,None,APSC-DV-002590,CAT I,APSC-DV-002590,CAT I,None,M7,None,6.5.6
227584,Infinite loop,Medium,New,10/09/19,Unassigned,Unclassified,Unspecified,Undecided,Other,Program hangs,/01.w_Defects/endless_loop.c,endless_loop_002,1,835,39,None,None,None,None,APSC-DV-003320,CAT II,APSC-DV-003320,CAT II,None,M7,None,None
227583,Uninitialized scalar variable,High,New,10/09/19,Unassigned,Unclassified,Unspecified,Undecided,Other,Uninitialized variables,/01.w_Defects/uninit_var.c,uninit_var_002,1,457,33,None,None,None,None,APSC-DV-003215,CAT III,None,None,None,None,None,None
227582,Calling risky function,Low,New,10/09/19,Unassigned,Unclassified,Unspecified,Undecided,Other,Security best practices violations,/02.wo_Defects/overrun_st.c,overrun_st_014,2,676,181,None,None,None,None,APSC-DV-002460,CAT II,APSC-DV-002460,CAT II,None,None,None,6.5.3
227581,Logically dead code,Medium,New,10/09/19,Unassigned,Unclassified,Unspecified,Undecided,Other,Control flow issues,/01.w_Defects/free_null_pointer.c,free_null_pointer_014_func_001,1,561,514,None,None,None,None,APSC-DV-003215,CAT III,None,None,None,M7,None,None
227580,Division or modulo by zero,Medium,New,10/09/19,Unassigned,Unclassified,Unspecified,Undecided,Other,Integer handling issues,/01.w_Defects/zero_division.c,zero_division_014,1,369,210,None,None,None,None,APSC-DV-003320,CAT II,APSC-DV-003320,CAT II,None,M7,None,None
227579,Bad bit shift operation,Medium,New,10/09/19,Unassigned,Unclassified,Unspecified,Undecided,Other,Integer handling issues,/01.w_Defects/bit_shift.c,bit_shift_010,1,,133,None,None,None,None,APSC-DV-003215,CAT III,None,None,None,None,None,None
227578,'Constant' variable guards dead code,Low,New,10/09/19,Unassigned,Unclassified,Unspecified,Undecided,Other,Possible Control flow issues,/01.w_Defects/endless_loop.c,endless_loop_004,1,561,76,None,None,None,None,APSC-DV-003215,CAT III,None,None,None,M7,None,None
227577,Calling risky function,Low,New,10/09/19,Unassigned,Unclassified,Unspecified,Undecided,Other,Security best practices violations,/02.wo_Defects/conflicting_cond.c,conflicting_cond_009,2,676,176,None,None,None,None,APSC-DV-002460,CAT II,APSC-DV-002460,CAT II,None,None,None,6.5.3
227576,Resource leak,High,New,10/09/19,Unassigned,Unclassified,Unspecified,Undecided,Other,Resource leaks,/02.wo_Defects/memory_allocation_failure.c,memory_allocation_failure_010_func_001,2,404,320,None,None,None,None,APSC-DV-002590,CAT I,APSC-DV-002590,CAT I,None,M7,None,None
227575,'Constant' variable guards dead code,Low,New,10/09/19,Unassigned,Unclassified,Unspecified,Undecided,Other,Possible Control flow issues,/01.w_Defects/dead_code.c,dead_code_006,1,561,116,None,None,None,None,APSC-DV-003215,CAT III,None,None,None,M7,None,None
227574,Uninitialized scalar variable,High,New,10/09/19,Unassigned,Unclassified,Unspecified,Undecided,Other,Uninitialized variables,/01.w_Defects/uninit_var.c,uninit_var_006,1,457,91,None,None,None,None,APSC-DV-003215,CAT III,None,None,None,None,None,None
227573,Resource leak,High,New,10/09/19,Unassigned,Unclassified,Unspecified,Undecided,Other,Resource leaks,/01.w_Defects/memory_leak.c,memory_leak_009,2,404,228,None,None,None,None,APSC-DV-002590,CAT I,APSC-DV-002590,CAT I,None,M7,None,None
227572,Out-of-bounds write,High,New,10/09/19,Unassigned,Unclassified,Unspecified,Undecided,Other,Memory - corruptions,/01.w_Defects/buffer_overrun_dynamic.c,dynamic_buffer_overrun_016,1,119,297,None,None,None,None,APSC-DV-002590,CAT I,APSC-DV-002590,CAT I,None,M7,None,6.5.6
227571,Data race condition,Medium,Fixed,10/09/19,Unassigned,Unclassified,Unspecified,Undecided,Other,Concurrent data access violations,/02.wo_Defects/st_cross_thread_access.c,st_cross_thread_access_001_tsk_001,2,366,48,None,None,None,None,APSC-DV-001995,CAT II,APSC-DV-001995,CAT II,None,M7,None,None
227570,Dereference after null check,Medium,New,10/09/19,Unassigned,Unclassified,Unspecified,Undecided,Other,Null pointer dereferences,/01.w_Defects/invalid_memory_access.c,invalid_memory_access_013_func_002,2,476,432,None,None,None,None,APSC-DV-003320,CAT II,APSC-DV-003320,CAT II,None,None,None,6.5.6
227569,Logically dead code,Medium,New,10/09/19,Unassigned,Unclassified,Unspecified,Undecided,Other,Control flow issues,/02.wo_Defects/function_return_value_unchecked.c,function_return_value_unchecked_009,2,561,289,None,None,None,None,APSC-DV-003215,CAT III,None,None,None,M7,None,None
227567,Thread deadlock,Medium,New,10/09/19,Unassigned,Unclassified,Unspecified,Undecided,Other,Program hangs,/01.w_Defects/dead_lock.c,dead_lock_003_tsk_001,1,833,308,None,None,None,None,APSC-DV-001995,CAT II,APSC-DV-003320,CAT II,None,M7,None,None
227566,Double free,High,New,10/09/19,Unassigned,Unclassified,Unspecified,Undecided,Other,Memory - corruptions,/01.w_Defects/free_nondynamic_allocated_memory.c,free_nondynamic_allocated_memory_009,1,415,141,None,None,None,None,APSC-DV-002590,CAT I,APSC-DV-002590,CAT I,None,M7,None,6.5.6
227565,Calling risky function,Low,New,10/09/19,Unassigned,Unclassified,Unspecified,Undecided,Other,Security best practices violations,/02.wo_Defects/not_return.c,not_return_003,2,676,81,None,None,None,None,APSC-DV-002460,CAT II,APSC-DV-002460,CAT II,None,None,None,6.5.3
227564,Uninitialized pointer read,High,New,10/09/19,Unassigned,Unclassified,Unspecified,Undecided,Other,Memory - illegal accesses,/01.w_Defects/uninit_memory_access.c,uninit_memory_access_003,1,457,53,None,None,None,None,APSC-DV-003215,CAT III,None,None,None,None,None,None
227563,Logically dead code,Medium,New,10/09/19,Unassigned,Unclassified,Unspecified,Undecided,Other,Control flow issues,/01.w_Defects/free_null_pointer.c,free_null_pointer_013,1,561,479,None,None,None,None,APSC-DV-003215,CAT III,None,None,None,M7,None,None
227562,Free of address-of expression,High,New,10/09/19,Unassigned,Unclassified,Unspecified,Undecided,Other,Memory - corruptions,/01.w_Defects/free_nondynamic_allocated_memory.c,free_nondynamic_allocated_memory_004,1,590,62,None,None,None,None,APSC-DV-002590,CAT I,APSC-DV-003320,CAT II,None,None,None,6.5.6
227561,Out-of-bounds write,High,New,10/09/19,Unassigned,Unclassified,Unspecified,Undecided,Other,Memory - corruptions,/01.w_Defects/buffer_overrun_dynamic.c,dynamic_buffer_overrun_023,1,119,421,None,None,None,None,APSC-DV-002590,CAT I,APSC-DV-002590,CAT I,None,M7,None,6.5.6
227560,Array compared against 0,Medium,New,10/09/19,Unassigned,Unclassified,Unspecified,Undecided,Other,Incorrect expression,/02.wo_Defects/memory_allocation_failure.c,memory_allocation_failure_007,2,398,239,None,None,None,None,APSC-DV-003215,CAT III,None,None,None,None,None,None
227559,Thread deadlock,Medium,New,10/09/19,Unassigned,Unclassified,Unspecified,Undecided,Other,Program hangs,/01.w_Defects/dead_lock.c,dead_lock_005_tsk_001,1,833,654,None,None,None,None,APSC-DV-001995,CAT II,APSC-DV-003320,CAT II,None,M7,None,None
227558,Out-of-bounds write,High,New,10/09/19,Unassigned,Unclassified,Unspecified,Undecided,Other,Memory - corruptions,/01.w_Defects/overrun_st.c,overrun_st_035,1,119,471,None,None,None,None,APSC-DV-002590,CAT I,APSC-DV-002590,CAT I,None,M7,None,6.5.6
227557,Thread deadlock,Medium,New,10/09/19,Unassigned,Unclassified,Unspecified,Undecided,Other,Program hangs,/01.w_Defects/dead_lock.c,dead_lock_004_tsk_001,1,833,473,None,None,None,None,APSC-DV-001995,CAT II,APSC-DV-003320,CAT II,None,M7,None,None
227556,Structurally dead code,Medium,New,10/09/19,Unassigned,Unclassified,Unspecified,Undecided,Other,Control flow issues,/02.wo_Defects/memory_leak.c,memory_leak_0017,2,561,467,None,None,None,None,APSC-DV-003215,CAT III,None,None,None,M7,None,None
227555,Useless call,Medium,New,10/09/19,Unassigned,Unclassified,Unspecified,Undecided,Other,Incorrect expression,/01.w_Defects/function_return_value_unchecked.c,function_return_value_unchecked_009,1,,294,None,None,None,None,APSC-DV-003215,CAT III,None,None,None,M7,None,None
227554,Uninitialized scalar variable,High,New,10/09/19,Unassigned,Unclassified,Unspecified,Undecided,Other,Uninitialized variables,/01.w_Defects/invalid_memory_access.c,invalid_memory_access_002,1,457,85,None,None,None,None,APSC-DV-003215,CAT III,None,None,None,None,None,None
227553,'Constant' variable guards dead code,Low,New,10/09/19,Unassigned,Unclassified,Unspecified,Undecided,Other,Possible Control flow issues,/02.wo_Defects/lock_never_unlock.c,lock_never_unlock_006,2,561,344,None,None,None,None,APSC-DV-003215,CAT III,None,None,None,M7,None,None
227552,Out-of-bounds write,High,New,10/09/19,Unassigned,Unclassified,Unspecified,Undecided,Other,Memory - corruptions,/01.w_Defects/overrun_st.c,overrun_st_017,1,119,222,None,None,None,None,APSC-DV-002590,CAT I,APSC-DV-002590,CAT I,None,M7,None,6.5.6
227551,Out-of-bounds write,High,New,10/09/19,Unassigned,Unclassified,Unspecified,Undecided,Other,Memory - corruptions,/01.w_Defects/overrun_st.c,overrun_st_020,1,119,264,None,None,None,None,APSC-DV-002590,CAT I,APSC-DV-002590,CAT I,None,M7,None,6.5.6
227550,Use after free,High,New,10/09/19,Unassigned,Unclassified,Unspecified,Undecided,Other,Memory - illegal accesses,/01.w_Defects/invalid_memory_access.c,invalid_memory_access_015_func_001,1,416,516,None,None,None,None,APSC-DV-002590,CAT I,APSC-DV-002590,CAT I,None,M7,None,6.5.6
227549,Calling risky function,Low,New,10/09/19,Unassigned,Unclassified,Unspecified,Undecided,Other,Security best practices violations,/02.wo_Defects/redundant_cond.c,redundant_cond_002,2,676,44,None,None,None,None,APSC-DV-002460,CAT II,APSC-DV-002460,CAT II,None,None,None,6.5.3
227548,Uninitialized scalar variable,High,New,10/09/19,Unassigned,Unclassified,Unspecified,Undecided,Other,Uninitialized variables,/02.wo_Defects/st_overflow.c,st_overflow_006,2,457,189,None,None,None,None,APSC-DV-003215,CAT III,None,None,None,None,None,None
227547,Out-of-bounds read,High,New,10/09/19,Unassigned,Unclassified,Unspecified,Undecided,Other,Memory - illegal accesses,/01.w_Defects/buffer_overrun_dynamic.c,dynamic_buffer_overrun_003,1,125,61,None,None,None,None,APSC-DV-002590,CAT I,APSC-DV-002590,CAT I,None,M7,None,6.5.6
227546,Resource leak,High,New,10/09/19,Unassigned,Unclassified,Unspecified,Undecided,Other,Resource leaks,/02.wo_Defects/uninit_pointer.c,uninit_pointer_016,2,404,412,None,None,None,None,APSC-DV-002590,CAT I,APSC-DV-002590,CAT I,None,M7,None,None
227545,Pointer to local outside scope,High,New,10/09/19,Unassigned,Unclassified,Unspecified,Undecided,Other,Memory - illegal accesses,/02.wo_Defects/uninit_pointer.c,uninit_pointer_005_func_001,9,562,86,None,None,None,None,APSC-DV-003215,CAT III,None,None,None,None,None,None
227544,Out-of-bounds read,High,New,10/09/19,Unassigned,Unclassified,Unspecified,Undecided,Other,Memory - illegal accesses,/01.w_Defects/buffer_overrun_dynamic.c,dynamic_buffer_overrun_011,1,125,217,None,None,None,None,APSC-DV-002590,CAT I,APSC-DV-002590,CAT I,None,M7,None,6.5.6
227543,Uninitialized pointer read,High,New,10/09/19,Unassigned,Unclassified,Unspecified,Undecided,Other,Memory - illegal accesses,/01.w_Defects/uninit_pointer.c,uninit_pointer_006,1,457,110,None,None,None,None,APSC-DV-003215,CAT III,None,None,None,None,None,None
227541,Missing return statement,High,New,10/09/19,Unassigned,Unclassified,Unspecified,Undecided,Other,Uninitialized variables,/01.w_Defects/not_return.c,not_return_001_func_001,1,710,24,None,None,None,None,APSC-DV-003215,CAT III,None,None,None,None,None,None
227540,Bad bit shift operation,Medium,New,10/09/19,Unassigned,Unclassified,Unspecified,Undecided,Other,Integer handling issues,/01.w_Defects/bit_shift.c,bit_shift_005,1,,69,None,None,None,None,APSC-DV-003215,CAT III,None,None,None,None,None,None
227539,Out-of-bounds write,High,New,10/09/19,Unassigned,Unclassified,Unspecified,Undecided,Other,Memory - corruptions,/01.w_Defects/buffer_overrun_dynamic.c,dynamic_buffer_overrun_010,1,119,197,None,None,None,None,APSC-DV-002590,CAT I,APSC-DV-002590,CAT I,None,M7,None,6.5.6
227538,Logically dead code,Medium,New,10/09/19,Unassigned,Unclassified,Unspecified,Undecided,Other,Control flow issues,/01.w_Defects/conflicting_cond.c,conflicting_cond_002,1,561,45,None,None,None,None,APSC-DV-003215,CAT III,None,None,None,M7,None,None
